id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
959339858705919356,Charming flat in Grünerløkka,15735812,Madeleine,,Grünerløkka,59.919350108255166,10.759686827659607,Entire home/apt,1200,3,6,2024-09-02,0.54,1,21,6,
959372464113000828,Stor og moderne leilighet på Løren,532210536,Sigrid,,Grünerløkka,59.93263164455899,10.795380677364436,Entire home/apt,1250,2,12,2024-09-15,1.07,1,15,12,
959837651839147027,Nydelig leilighet supersentralt!,119493692,Christian,,Frogner,59.92067,10.71855,Entire home/apt,3000,2,9,2024-08-01,1.84,1,145,9,
959857553258262166,Nordic Design Loft in Artsy District w/Lift & View,7465120,Ana,,Grünerløkka,59.92150245960738,10.76194626438719,Entire home/apt,1616,4,6,2024-05-23,0.45,2,3,5,
959887126533438696,1 rom i Gamle Oslo,518534292,Joan,,Gamle Oslo,59.9152613,10.7970359,Private room,1050,2,4,2023-11-06,0.33,1,268,4,
959920651318599706,Sentral leilighet med to solrike balkonger!,214943953,Eline,,Grünerløkka,59.9203054710591,10.774182788360607,Entire home/apt,1150,2,2,2024-09-22,0.43,1,155,2,
959941511472938229,Koselig leilighet midt i Oslo,355016084,Marit Lade,,Grünerløkka,59.91555750000001,10.7594286,Entire home/apt,1257,3,2,2023-12-03,0.17,1,7,2,
959985286800398863,"Villa International, Cosy Balcony Room",531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,842,1,1,2024-04-25,0.19,11,352,1,
960045149165569795,Ryenstubben 4,88954993,Andreas,,Nordstrand,59.89710079958207,10.804998639393727,Entire home/apt,2320,1,1,2024-04-14,0.18,2,269,1,
960050417708108526,Arealeffektiv leilighet,527023270,Christian,,Grorud,59.9599,10.88274,Entire home/apt,900,1,8,2024-06-17,0.63,1,267,6,
960065877004100096,Kanskje Oslos hyggeligste 1-roms,178584927,Helene,,Nordstrand,59.87763979551258,10.818107203533037,Entire home/apt,875,3,8,2024-09-15,0.61,1,17,6,
960133145966697230,Sentral og koselig leilighet med balkong,23184436,Amalie,,Sagene,59.932906233098336,10.761179646721965,Entire home/apt,1033,3,6,2024-07-03,0.54,1,14,6,
960171479969849426,Stor og familievennlig bolig med varme og terrasse,49339390,Jonas,,Grorud,59.97435,10.92473,Entire home/apt,,1,23,2024-08-06,1.74,13,0,12,
960498579586092386,Central apartment in safe and hip area,40121983,Nora,,Gamle Oslo,59.90465880000001,10.7665941,Entire home/apt,950,1,7,2024-09-15,1.25,1,228,7,
960540596375587838,Economy Room at Villa International,531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,1189,1,0,,,11,267,0,
960547435088407589,"Standard Loft Room, Villa International",531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,1440,1,3,2024-08-01,0.45,11,31,3,
960563045785426791,Standard Double at Villa International,531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,1019,1,2,2024-01-05,0.22,11,141,2,
960568934000969791,Mini Suite at Villa International,531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,1079,1,0,,,11,75,0,
960574109200473851,"Grand Salon Room, Villa International",531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,2000,1,6,2024-04-19,0.45,11,0,4,
960581001619001382,Premium Room at Villa International,531211942,Key Butler,,Frogner,59.9180448,10.6915358,Private room,1797,1,1,2024-04-08,0.17,11,85,1,
960611480808696751,Koselig moderne leilighet,389118833,Lovise Constance,,Grünerløkka,59.927318708439834,10.793145302809284,Entire home/apt,,2,2,2024-06-10,0.16,1,0,1,
960615804585195010,Deluxe 3 Bedroom Apartment Grünerløkka,531211942,Key Butler,,Grünerløkka,59.9238858,10.7577831,Entire home/apt,2461,1,9,2024-08-11,0.69,11,293,7,
960628499218137675,Double Standard Room Grünerløkka,531211942,Key Butler,,Grünerløkka,59.922686850708814,10.758846285666436,Private room,1069,1,4,2024-08-10,0.43,11,302,4,
960737866623446100,Koselig leilighet sentralt i Oslo,100222208,Matilde Høgberg,,Gamle Oslo,59.90817267401938,10.774316978787278,Entire home/apt,1000,2,1,2023-10-29,0.09,1,355,1,
960803242417044941,Rom i Elmholtborgen Mansion,22738811,Anne Cecilie,,Ullern,59.92380259999999,10.6663695,Private room,1000,1,2,2023-10-01,0.15,1,90,1,
960873289853761460,Romslig og pen 2-roms leilighet med stor balkong,68496470,Martin,,Frogner,59.9282588349601,10.726630661628095,Entire home/apt,1050,2,6,2024-06-16,0.49,1,240,5,
961373970717554344,Stor og moderne leilighet med privat takterrasse,532693809,Mathilde Cudrio,,Bjerke,59.93489260705484,10.806707292795181,Entire home/apt,2000,3,9,2024-08-27,0.89,1,311,9,
961467032937517268,Fin leilighet sentralt på Skøyen,145519385,Perjo,,Ullern,59.9242595,10.6790693,Entire home/apt,1100,1,11,2024-08-18,0.87,1,242,10,
961611274470404259,Apartment with sea view.,455383449,Klaida,,Nordstrand,59.8490224,10.7846801,Entire home/apt,1000,4,0,,,1,240,0,
961686283372831545,Spacious Oslo apartment,650356803,Marte,,Sagene,59.93736,10.76399,Entire home/apt,900,2,1,2024-09-08,1,1,33,1,
961967028726005376,Leilighet med to gode soverom,82244832,Sabina,,Alna,59.91878,10.84472,Entire home/apt,1300,1,0,,,2,269,0,
962010234143318651,"Stor sentral enebolig 260 kvm, treningsrom",201091193,Ona,,Østensjø,59.90694,10.84043,Entire home/apt,,6,0,,,1,0,0,
962158920322437284,Luftig og koselig hjørneleilighet på Tøyen,158419557,Ragnhild,,Gamle Oslo,59.91734943467582,10.774638473907638,Entire home/apt,1471,2,3,2024-09-01,0.23,1,3,2,
962196386782792173,Room in centrally located apartment,95024666,Magnus,,Sagene,59.940565278788426,10.768925841802982,Private room,600,1,21,2024-08-08,1.57,1,86,11,
962233747331097477,Leilighet sentralt i Oslo,229544436,Frida,,St. Hanshaugen,59.9323151,10.7329019,Entire home/apt,1200,3,7,2024-09-06,0.61,1,209,7,
962269794720766602,Koselig leilighet på Kjelsås,127509616,Janet,,Nordre Aker,59.96128,10.79279,Entire home/apt,1300,3,9,2024-07-22,0.68,1,108,7,
962298384148640528,Cosy loft apartment in Oslo,532914694,Karl,,Grünerløkka,59.929578737584166,10.762462072447082,Entire home/apt,,1,8,2024-09-01,0.87,1,0,8,
962323324399812281,3-roms leilighet på Furuset.,68083105,Mubashar,,Alna,59.94427812047489,10.898505291093924,Entire home/apt,1000,3,0,,,1,269,0,
962326056787789788,"Liten loftsleilighet- utsikt, kort vei til sentrum",76306793,Caroline,,Ullern,59.926599,10.6585519,Entire home/apt,990,5,4,2024-07-12,0.30,1,268,1,
962334056023407879,Leilighet på Teisen,532926564,Kristin,,Alna,59.91604,10.82031,Entire home/apt,,2,6,2024-09-15,0.46,1,0,4,
962778328062638152,"Sagene, Oslo",210279203,Sander,,Sagene,59.93509,10.75239,Entire home/apt,1000,2,0,,,1,252,0,
962890269576747702,City life and Natural surroundings. Free parking.,31216891,Birgitte,,Grorud,59.95212,10.87924,Entire home/apt,1000,2,2,2024-09-24,1.02,1,177,2,
962916146474082883,Charming and central one bedroom apartment,500160933,Simen,,St. Hanshaugen,59.9257744986086,10.743751926259101,Entire home/apt,1235,5,10,2024-09-18,0.82,1,178,10,
962924200021346549,Moderne leilighet ved sentrum,533070555,Andreas,,Gamle Oslo,59.90397919999999,10.7865842,Entire home/apt,,2,103,2024-09-20,7.73,1,1,92,
962986250226600659,Toppleilighet i Oslo sentrum,533091983,Kevin Olsen,,Grünerløkka,59.921012144196766,10.759062879080476,Entire home/apt,900,4,13,2024-08-06,1.13,1,25,13,
963101335629023769,Private room near the forest,124375844,Flavio,,Marka,59.96008,10.71099,Private room,900,1,3,2024-09-20,0.28,1,269,3,
963125508869806846,Convenient apartment in Bjerke Oslo,533141407,Sultan,,Bjerke,59.946663724198785,10.842475382518725,Private room,700,1,1,2023-09-16,0.08,1,89,0,
963155792201530787,Torggata Apartments,43377571,Murat,,St. Hanshaugen,59.91764119999999,10.7540584,Entire home/apt,975,2,61,2024-09-12,4.67,3,317,54,
963510464768624040,2 roms leilighet Frogner,96447454,Jakob,,Frogner,59.92460126914313,10.721691983371024,Entire home/apt,1200,5,0,,,1,178,0,
963515386370807373,"Moderne leilighet, Frognerparken",39931393,Celine,,Frogner,59.92814500000001,10.7115315,Entire home/apt,1943,2,15,2024-08-26,1.15,1,114,11,
963614710463850408,Cozy apartment,140704231,Lara,,Gamle Oslo,59.91297040000001,10.7817879,Entire home/apt,,2,3,2023-09-26,0.24,1,0,0,
963637771864771250,Kollen Slottet - Apartment Room 107,501358342,Cecilie,,Vestre Aker,59.9612638,10.6640889,Private room,1500,1,0,,,9,269,0,
963689568622084707,Spacious & Comfy Apt in Oslo's Old Town,20680371,Kari,,Gamle Oslo,59.906459463018514,10.771806996295167,Entire home/apt,950,2,30,2024-09-24,2.56,1,21,30,
963753626421213114,Beautiful Bjølsen with balcony,10152398,Håkon,,Sagene,59.94493439675708,10.758312894053363,Private room,700,2,0,,,1,267,0,
964158600523877703,Kollen Slottet House 21b,501358342,Cecilie,,Vestre Aker,59.94906889999999,10.6933011,Entire home/apt,1600,2,4,2024-06-06,0.32,9,269,3,
964214255296765449,Sentral koselig leilighet,119893612,Ingerid,,St. Hanshaugen,59.9329992,10.7276538,Entire home/apt,1357,1,0,,,1,83,0,
964268718303922023,Luksus penthouse med jacuzzi (new on airbnb),4803072,Per And Carole,,Gamle Oslo,59.907096132957925,10.758030500524919,Entire home/apt,6000,2,13,2024-09-20,4.64,1,72,13,
964318289143761379,Spacious family home in Oslo,28676131,Chloe,,Stovner,59.942476460337105,10.915759091159726,Entire home/apt,1500,20,2,2023-10-23,0.17,1,112,2,
964337069031061542,Ettroms koselig leilighet/hybel,57982487,Nina,,St. Hanshaugen,59.92712,10.73196,Entire home/apt,814,1,5,2024-03-10,0.38,1,332,3,
964385061675027448,Sentral leilighet med privat parkering og balkong.,422527747,Marius,,Sagene,59.92900058415476,10.758186494198373,Entire home/apt,2000,4,2,2024-08-05,0.23,1,347,2,
964418522389134542,Lys og koselig leilighet,183251429,Julie,,Sagene,59.93804,10.77126,Entire home/apt,1543,2,14,2024-09-09,1.05,1,269,10,
964444759092005193,A Beautiful corner apartment,207297176,Nazrul,,Nordstrand,59.9009116,10.8063623,Entire home/apt,,1,1,2023-09-14,0.08,2,0,0,
964472023148367109,Loftet på Tøyen,35021026,Emma Benedikte,,Gamle Oslo,59.91191258748625,10.772895454443315,Entire home/apt,1293,1,5,2024-05-19,0.38,1,161,2,
964492488144276337,Sommeridyll,66700075,André,,Vestre Aker,59.96618320885206,10.658284239470959,Private room,2950,3,0,,,1,267,0,
964506748195274467,Sentral 3-roms med stor balkong & gratis parkering,218399992,Johannes,,Gamle Oslo,59.91214182607903,10.773711459670471,Entire home/apt,1343,2,5,2024-09-01,0.86,1,5,5,
964508810845888513,Cosy bedroom in spacious flat,103141802,Georges Vincent,,Vestre Aker,59.9515066,10.6797079,Private room,646,1,0,,,2,359,0,
964540272801580023,Rom i moderne leilighet,75942134,Ane,,Gamle Oslo,59.91428289999999,10.7851963,Entire home/apt,1265,2,1,2024-08-25,0.86,1,60,1,
964546902412678270,Charming 4th Floor Apartment in Grunerløkka,49180531,Fredrik,,Grünerløkka,59.92117773388716,10.766427554190159,Entire home/apt,1091,3,10,2024-09-11,0.76,1,214,9,
964563438731758389,Habitacion calida con escritorio,340822746,Ariel,,St. Hanshaugen,59.91704319999999,10.7510136,Private room,,1,8,2024-02-18,0.82,1,0,8,
964602564651989593,Sentral kjellerleilighet,39572343,Eivind,,Ullern,59.9373914,10.6774097,Private room,550,7,1,2024-05-19,0.23,2,129,1,
964989337211031673,Cozy Studio Apartment in the Heart of Oslo!,223479175,Filip,,Frogner,59.91356,10.72088,Entire home/apt,1171,1,35,2024-09-16,2.73,1,13,30,
965053110823629146,Ideell familieleilighet!,425562,Johan,,St. Hanshaugen,59.933850232335104,10.738885671996684,Entire home/apt,1360,21,0,,,2,87,0,
965142198799807413,Usjenert tomannsbolig,465358032,Helge,,Vestre Aker,59.94751183753525,10.670319646596909,Entire home/apt,2571,3,1,2024-02-29,0.14,1,269,1,
965152634726537950,Delicate studio apartment,86512484,Juni,,Sagene,59.93807,10.7549,Entire home/apt,800,7,3,2023-10-22,0.24,1,269,1,
965172194319257592,Eco-friendly apartment in old-town,530968917,Mia,,Gamle Oslo,59.90341810210164,10.770908222529789,Entire home/apt,1150,3,11,2024-08-27,0.89,1,88,10,
965227597178594667,Stor og lys leilighet på Nydalen,65855427,Sophie,,Sagene,59.94552,10.76846,Entire home/apt,1557,2,2,2024-09-09,0.35,1,267,2,
965239378629840674,koselig soverom passer til to gjester.,530204264,Safaa,,Nordstrand,59.87206882657051,10.811932906508446,Private room,550,1,20,2024-09-01,1.52,2,362,13,
965241020243088675,"Lys, sentral leilighet på Fredensborg-Oslo sentrum",81532483,Ane,,St. Hanshaugen,59.91727,10.75271,Entire home/apt,1700,5,2,2023-10-29,0.17,1,6,2,
965307608215802603,My sweet home,9845521,Carine,,St. Hanshaugen,59.93162,10.74868,Private room,700,3,2,2024-08-19,0.16,1,267,1,
965622795108156710,Vibey apartment in vibrant Tøyen,46476,Endre,,Gamle Oslo,59.9107802,10.7778002,Entire home/apt,959,2,11,2024-08-05,0.86,1,67,8,
965712892546082335,"Beautiful, central, high quality",30419953,Suzanne,,Frogner,59.926972522681226,10.724678688128233,Entire home/apt,,2,1,2023-10-22,0.09,1,0,1,
965931673891410121,Rom til leie i Grønnland 2,527401410,Ramla,,Gamle Oslo,59.91186,10.76151,Private room,783,1,61,2024-09-08,5.55,5,157,61,
966042847217175521,Room in cozy super central flat,106054104,Agnetha,,St. Hanshaugen,59.91813269730601,10.745354253757748,Private room,455,3,60,2024-09-15,4.74,3,25,59,
966387509696935985,Calm Island House by the Sea,19552991,Viljar,,Nordstrand,59.8659704,10.7611274,Entire home/apt,,2,13,2024-09-22,2.14,2,0,13,
966495330604887246,Koselige rom i moderne leilighet,527790189,Maja,,Grünerløkka,59.929579224726204,10.797443560917188,Private room,,1,4,2023-12-21,0.32,1,0,2,
966589423221560858,Trivelig leilighet på Vollebekk,68325722,Siri,,Bjerke,59.937827914782886,10.83123974698872,Entire home/apt,950,4,1,2024-08-03,0.53,1,240,1,
966719398075084044,Large 41 millions kr apartment - seaview in center,24083274,Geir,,Frogner,59.9084605,10.7242923,Entire home/apt,9900,3,20,2024-09-09,1.89,1,87,20,
966762111609967676,A beautiful apartment with a sea view in Bjørvika,457902168,Nguyen,,Gamle Oslo,59.90586,10.75893,Entire home/apt,1986,2,46,2024-09-21,3.63,1,254,44,
967161510470954305,Lys og sentral hjørneleilighet på Sofienberg,54738334,Kristian,,Grünerløkka,59.92189423736177,10.773667506873608,Entire home/apt,,4,0,,,1,0,0,
967216429452046668,Moderne leilighet,183392066,Stelian,,Søndre Nordstrand,59.847408213,10.8133488,Entire home/apt,910,1,9,2024-08-25,0.71,1,82,6,
967318824431691157,Moderne hus med kort vei til by og natur,215665308,Dag Harlem,,Vestre Aker,59.94195311694747,10.637552312716974,Entire home/apt,3000,5,1,2024-07-23,0.44,2,237,1,
967918673814966062,Super Central Majorstuen apartment,528850135,Thobias,,Frogner,59.927032811280924,10.72063285857439,Entire home/apt,1657,2,22,2024-09-14,1.73,1,80,18,
967946869210288594,"Luxurious apartment, Tjuvholmen",88898574,Emilie,,Frogner,59.90905,10.72214,Entire home/apt,3600,3,1,2023-09-10,0.08,2,74,0,
968103889221947891,Nice One-bedroon with Balcony,155611698,Theoline,,St. Hanshaugen,59.9319763,10.7338234,Entire home/apt,,2,1,2023-10-02,0.08,1,0,1,
968119486151726628,Loft apartment in Grünerløkka,4738074,Stephen,,Grünerløkka,59.92366010000001,10.7599683,Entire home/apt,,2,34,2024-09-07,2.75,1,0,33,
968139014060085755,Apartment in Sagene,346146512,Ole Marius,,Sagene,59.94102590409413,10.761353096888707,Entire home/apt,850,2,38,2024-08-02,3.13,1,118,38,
968160078824203068,Sentralt Carl Berner,201618345,Lena,,Grünerløkka,59.9267949,10.7733438,Entire home/apt,2200,3,16,2024-09-02,1.56,1,106,16,
968203808512112966,Cozy home in central Oslo,534378982,Zeshu,,Grünerløkka,59.93585066992834,10.782266564463988,Entire home/apt,,5,1,2024-06-12,0.28,1,0,1,
968231065393734172,Leilighet mellom Tøyen og Grünerløkka,4394004,Thomas,,Grünerløkka,59.9179365,10.7658216,Entire home/apt,1498,2,0,,,1,268,0,
968548745375455322,Bygdøy Peninsula Retreat: Museums & Nature,146834979,Carolanne,,Frogner,59.90163309999999,10.6805714,Private room,,2,1,2024-08-24,0.83,1,0,1,
968661708635566423,Leilighet i Oslo,84121974,Margrethe Falch,,Sagene,59.93402969885509,10.761839706722352,Entire home/apt,1000,4,1,2023-10-24,0.09,1,88,1,
968737459257096317,Lovely apartment in Nordstrand,95716533,Adrian,,Nordstrand,59.86111005399248,10.815161315377054,Entire home/apt,,2,5,2024-08-25,0.39,1,1,3,
968792329111414088,Lys og fin leilighet med balkong og utsikt,100930716,Susanne,,Sagene,59.94010807582371,10.760583911226318,Entire home/apt,,2,8,2024-04-19,0.63,1,0,7,
968858397780880357,2-roms leilighet i Oslo,5163948,Dorith,,Nordre Aker,59.9547677,10.7199441,Entire home/apt,1157,3,3,2024-05-18,0.23,1,32,2,
969239487016678186,Koselig rom å leie.,534608271,Andre,,Alna,59.93129,10.88017,Private room,500,3,3,2024-06-22,0.25,1,268,3,
969243050992284460,Leilighet ved St.hanshaugen,123908207,Martine Røst,,St. Hanshaugen,59.923350941245324,10.741416234244761,Entire home/apt,800,2,16,2024-08-24,1.31,1,10,16,
969363775076685239,"Room in villa, quiet end street",463814306,Jørgen,,Nordstrand,59.89339609039468,10.796850845217705,Private room,,3,1,2023-11-03,0.09,3,0,1,
969429403420321429,Corner in Thorshovdalen 3bedrm 2bthrm 2prkng 3balk,329110254,Torgeir,,Sagene,59.938587039612536,10.779948231738281,Entire home/apt,2268,1,34,2024-09-21,3.28,1,263,34,
969556254684145378,Cosy private room in a shared treasure,534687772,Awa,,Bjerke,59.9448065,10.8513153,Private room,470,3,18,2024-09-23,1.42,2,168,17,
970022547929024472,Unique flat in exclusive area,10499441,Nils,,Frogner,59.92225272297935,10.714795693254091,Entire home/apt,,5,1,2023-09-26,0.08,1,0,0,
970078780009774841,Moderne Oslo-leilighet med peis og balkong,60338273,Petter,,Alna,59.91418,10.8159,Entire home/apt,1258,2,8,2024-09-23,0.86,1,49,8,
970161986165945735,"Modern, Spacious 3 Bedroom Home",2673201,Daryl,,Grünerløkka,59.92249,10.77171,Entire home/apt,2300,3,19,2024-09-08,1.45,2,327,17,
970204651341244707,"Cozy Flat With Indian Touch, Close to the Center",20499428,Anastasia,,Frogner,59.9173502,10.6938828,Entire home/apt,,4,2,2023-10-31,0.16,1,0,2,
970253685813024267,Apartment in Oslo,237271739,Maiken Iselin,,Østensjø,59.8941706,10.8400306,Entire home/apt,870,2,15,2024-09-22,1.16,1,66,12,
970302308777716503,Stor og moderne leilighet - Perfekt beliggenhet!,515390257,Daniel,,Sagene,59.929129091848594,10.75057429801097,Entire home/apt,1321,3,9,2024-09-12,0.71,2,260,8,
970367223386410602,BotanicalGarden Private room for solo traveller,53506796,Christian,,Grünerløkka,59.91842719337578,10.763737749711414,Private room,,2,34,2024-05-15,2.81,3,0,34,
970369783089122421,Lys og stor 2-roms på Løren,534877154,Marthe-Maren,,Grünerløkka,59.9289181345392,10.79890809953213,Entire home/apt,1100,3,8,2024-09-22,0.64,1,175,7,
970909432648945887,Moderne soverom med egen balkong!,483871227,Frida,,Gamle Oslo,59.9022911,10.7724694,Private room,2257,2,1,2023-09-03,0.08,2,179,0,
971450037302851623,Sunny loft with terrace close to city center,35759946,Ole Viktor,,Grünerløkka,59.91947,10.76588,Entire home/apt,1800,1,109,2024-09-07,9.03,1,47,109,
971575204230520173,Cozy central flat w/balcony,127774869,Thomas Ransof,,Gamle Oslo,59.91378218501274,10.776923905893463,Entire home/apt,,3,2,2023-10-29,0.16,1,0,2,
971597170604779818,Beautiful room,7906717,Susanne,,St. Hanshaugen,59.92289,10.73722,Private room,900,35,1,2024-09-03,1,4,151,1,
971604106721865486,Cozy and Central Guest Studio,2673201,Daryl,,Grünerløkka,59.92234,10.76982,Entire home/apt,1300,1,20,2024-08-30,1.56,2,178,17,
971687191481128309,"Fresh,quiet and private bedroom in the city center",11237618,Torstein,,Gamle Oslo,59.9093609,10.768237,Private room,671,6,39,2024-09-22,3.04,3,321,36,
971741817781312530,Master bedroom,4932440,Dias,,Gamle Oslo,59.90178,10.78832,Private room,660,9,2,2024-09-03,0.58,3,365,2,
971807243497546919,"Cosy studio apartment near ""everything""",13812666,Katrine,,Gamle Oslo,59.90202334373255,10.766395032405853,Entire home/apt,1200,1,10,2024-09-23,1.43,1,3,10,
971843859589863015,Liten leilighet med utsikt,17947081,Anette,,Gamle Oslo,59.914670041395226,10.770172137434399,Entire home/apt,950,3,11,2024-08-11,0.91,1,59,11,
972200277609673544,Cozy flat in Oslo Old Town,34219083,Michelle,,Gamle Oslo,59.90873401861098,10.773407378900814,Entire home/apt,1450,7,0,,,1,179,0,
972217678544022658,Leilighet i Bydel Sagene,245783725,Kjersti,,Sagene,59.9427837,10.7703197,Entire home/apt,1600,2,13,2024-09-01,1.09,3,236,13,
972283059471503233,Very central apartment with full amenities,532853587,Reidun,,Gamle Oslo,59.91117,10.76003,Private room,613,1,63,2024-09-22,4.87,1,104,53,
972349020950450193,Leilighet midt i sentrum,493352088,Solfrid,,Sentrum,59.910598,10.7385191,Entire home/apt,1700,2,9,2024-08-24,0.81,1,179,9,
972444993092150983,Leilighet,8317722,Julia,,Grünerløkka,59.92872,10.76085,Private room,2500,1,0,,,1,269,0,
972452892014929603,Superkoselig på Kampen!,466210013,Janne,,Gamle Oslo,59.91091049805915,10.781111441288951,Entire home/apt,2500,3,0,,,1,2,0,
972518015704630077,Studioleilighet ved Bogstadveien,279195936,Frida Bakken,,Frogner,59.92492055554911,10.721324868500233,Entire home/apt,1000,2,6,2024-09-13,4.00,1,156,6,
972992399321915055,Cosy Oslo Apartment,535432589,Morten,,Grünerløkka,59.91853,10.78715,Entire home/apt,750,3,3,2024-09-23,0.44,1,124,3,
973023110302491223,Majorstuen | 6. floor | elevator,73066646,Kamilla,,St. Hanshaugen,59.93331095233466,10.72520504603271,Entire home/apt,2200,1,13,2024-09-22,1.07,1,269,13,
973055659114162687,Leilighet på Majorstuen,289129078,Nathalie,,Frogner,59.926719969707435,10.723481649950894,Entire home/apt,,2,4,2024-01-12,0.35,1,0,4,
973087695894092975,Fashionable Penthouse Apt in Classy Frogner area,15552171,Tony,,Frogner,59.9197277,10.7030517,Entire home/apt,,2,9,2024-08-19,0.81,1,0,9,
973104360541138877,Koselig leilighet med fin utsikt,296117759,Malene,,Nordre Aker,59.954864879339326,10.796022042632101,Entire home/apt,1100,2,3,2024-05-12,0.23,1,67,2,
973108190174415201,Best room in Torshov in cosy apartment,211443748,Johel,,Sagene,59.93537829747474,10.763342497036817,Entire home/apt,700,1,0,,,1,34,0,
973164159390231739,Sentral og rolig på St.Hanshaugen,28362181,Frida,,St. Hanshaugen,59.919537643929246,10.747266709903615,Entire home/apt,1000,1,4,2024-06-30,0.71,1,6,4,
973265559809539959,Koselig leilighet ved Torshov,448631887,Kasper,,Sagene,59.9409581,10.7717884,Entire home/apt,1200,4,1,2024-05-04,0.20,1,361,1,
973488868625086491,Leilighet midt i Oslo sentrum,535567957,Hans-Christian,,Sentrum,59.91085099999999,10.747604,Entire home/apt,1350,3,29,2024-09-08,2.46,1,32,29,
973650831994902610,Family-friendly condo at Grünerløkka,11845434,Eirik,,Grünerløkka,59.92111981369252,10.77353178504349,Entire home/apt,,5,2,2023-10-01,0.16,1,0,1,
973778849125819593,Fin leilighet sentralt i Oslo!,229388661,Joar,,Grünerløkka,59.92479,10.77214,Entire home/apt,1900,4,2,2024-08-03,0.41,2,269,2,
973819158612861653,Private room in new apartment next to Metro Subway,1119759,Abu,,Gamle Oslo,59.91437,10.7915,Private room,700,1,19,2024-09-23,1.48,1,90,15,
973876383150323016,Rom i stor og klassisk leilighet,137045635,Maren-Helene Langeland,,Gamle Oslo,59.91307,10.77267,Private room,950,2,3,2023-10-01,0.24,2,4,1,
973892654762077722,Cozy den in historical Oslo,3665827,Håkon,,Gamle Oslo,59.9078378,10.7907747,Entire home/apt,1600,3,4,2024-08-26,0.33,1,71,4,
973938611200959351,Moderne loftsleilighet i Oslo,218947124,Rebecca,,Grünerløkka,59.9267536,10.7513874,Entire home/apt,,3,10,2024-09-18,0.78,1,0,7,
973985691024225343,Leier ut leiligheten i jula.,224343699,Frida,,Gamle Oslo,59.9158469901992,10.790371634066105,Entire home/apt,,7,0,,,1,0,0,
974015541444496241,Eksklusiv leilighet ved Frognerparken,55101639,Eivind,,Frogner,59.92436289611976,10.710678175091742,Entire home/apt,1300,14,0,,,1,83,0,
974353626834056901,Opera Area - One Bedroom,488587310,Bjørvika,,Gamle Oslo,59.90721289818567,10.76095194307255,Entire home/apt,1820,1,8,2024-07-25,0.83,8,244,8,
974353637967688144,Opera Area - Two Bedrooms 3P,488587310,Bjørvika,,Gamle Oslo,59.90902544831486,10.760998238837892,Entire home/apt,2395,1,0,,,8,244,0,
974353650482799400,Sørenga - One Bedroom,488587310,Bjørvika,,Gamle Oslo,59.90356,10.75674,Entire home/apt,1913,1,1,2024-03-25,0.16,8,245,1,
974353664702723776,Sørenga - Two Bedrooms,488587310,Bjørvika,,Gamle Oslo,59.90183,10.75518,Entire home/apt,2863,1,0,,,8,246,0,
974353686276891375,Teaterkvartalet - One Bedroom Superior,488587310,Bjørvika,,Gamle Oslo,59.91156414131412,10.763368506067296,Entire home/apt,1782,1,1,2024-07-04,0.34,8,242,1,
974353698417801572,Teaterkvartalet - Two Bedrooms Superior 3P,488587310,Bjørvika,,Gamle Oslo,59.90951387046529,10.763881217700998,Entire home/apt,2381,1,9,2024-09-10,0.89,8,244,9,
974451761609750484,Live in a central and secluded area of Grünerløkka,156665174,Hilde,,Grünerløkka,59.9232318,10.770634,Entire home/apt,1300,5,1,2024-01-14,0.12,1,267,1,
974774610804290747,Small room In Frogner,223015398,Lina,,Frogner,59.91622655806793,10.714431915904862,Private room,504,2,82,2024-09-22,6.44,4,67,77,
974787520176407099,Room in Frogner area,223015398,Lina,,Frogner,59.91816766300609,10.714259945470761,Private room,513,2,64,2024-09-13,5.13,4,87,63,
975056470755590177,Loftsleilighet i SoSoPa,38853826,Ingeborg,,Grünerløkka,59.92055,10.76575,Entire home/apt,1300,4,5,2024-07-01,0.41,1,32,5,
975140469901705851,Classic and comfy at Majorstuen,89437147,Torjus,,Frogner,59.925395261750964,10.713613407854192,Entire home/apt,,3,6,2024-01-15,0.47,1,0,3,
975188889644285117,Bynær hybel ved fjorden,166021120,Tone Victoria Telle,,Nordstrand,59.860191936543785,10.788094438612461,Entire home/apt,1250,1,23,2024-09-21,1.90,1,316,23,
975247856871222175,Leilighet i Gamle Oslo,520702818,Adrian,,Gamle Oslo,59.91297431192083,10.771305486559868,Entire home/apt,1250,2,19,2024-08-21,1.51,1,15,17,
975320225231800821,"MEGET sentral, lys, koselig og skjermet leilighet",34022433,Fario,,St. Hanshaugen,59.91696,10.74548,Entire home/apt,1428,2,59,2024-09-02,4.65,1,92,55,
975334440309609755,Ny og moderne leilighet i Oslo med garasjeplass,130286544,Sara Hustad,,Bjerke,59.93415523977036,10.82735326141119,Entire home/apt,1200,3,17,2024-09-03,1.38,1,10,16,
